Feature	Gain	Cover	Frequency
ccallcenter_trx	2.39068962748327e-05	0.00167039912234933	0.00248756218905473
ctarjeta_master	2.33890134365189e-05	0.00176649050641383	0.00099502487562189
matm	2.33134121756375e-05	0.000199678639116973	0.00298507462686567
Master_cconsumos	2.28830855986855e-05	0.00157618716949465	0.00248756218905473
ccuenta_debitos_automaticos	2.23992769165563e-05	0.00129667641166318	0.00348258706467662
catm_trx_other	2.1825668864169e-05	0.000296513054124887	0.00149253731343284
ctarjeta_master_debitos_automaticos	1.98544761084294e-05	0.00151139050045866	0.00199004975124378
mcheques_emitidos	1.86842467118491e-05	0.0167936794291337	0.00497512437810945
mcajeros_propios_descuentos	1.69614881132508e-05	6.94733932092435e-05	0.000497512437810945
tcuentas	1.67005319931802e-05	0.00247654398825137	0.00248756218905473
cseguro_accidentes_personales	1.47332580969299e-05	0.00210148819263733	0.00248756218905473
Master_mpagosdolares	1.45105948522329e-05	0.00214471511046302	0.00149253731343284
mpagodeservicios	1.3204667560678e-05	7.06972088807496e-05	0.00099502487562189
minversion1_pesos	1.24443525094716e-05	0.000278833288441881	0.00099502487562189
cseguro_vida	1.23633213139338e-05	0.00356130360408252	0.00149253731343284
internet	1.17673027570119e-05	0.00114734904588817	0.00149253731343284
matm_other	1.13594209259992e-05	2.97867992904055e-05	0.000497512437810945
Master_msaldodolares	9.78988835783763e-06	0.00150863691519777	0.00099502487562189
Master_status	9.65274321921617e-06	0.0019262640130992	0.00099502487562189
cliente_vip	8.57749413513949e-06	0.00183769035387395	0.00149253731343284
mplazo_fijo_dolares	7.98824953748882e-06	0.00178644307262964	0.00149253731343284
cplazo_fijo	7.9069824127351e-06	0.00692644703910364	0.00199004975124378
mtarjeta_master_consumo	7.67224551020456e-06	0.00114767685365732	0.00099502487562189
mcheques_emitidos_rechazados	6.59391400696295e-06	0.00348324164732146	0.000497512437810945
tmobile_app	6.41463511679323e-06	0.000578995935730009	0.00149253731343284
tcallcenter	6.19092256107414e-06	0.000277696888175482	0.00099502487562189
cforex	6.01320472268815e-06	3.43979619098299e-05	0.000497512437810945
ctarjeta_visa	5.90810498650671e-06	0.000906694435627023	0.00099502487562189
Visa_Finiciomora	5.22678178798865e-06	0.00112862029534387	0.000497512437810945
mforex_buy	5.06533692976024e-06	0.000264540869706792	0.000497512437810945
cprestamos_prendarios	4.75917918662523e-06	0.000748079183059332	0.000497512437810945
mprestamos_hipotecarios	4.46380253777951e-06	0.00501902104580513	0.00149253731343284
cforex_sell	4.38891045003633e-06	1.02494562488629e-05	0.000497512437810945
cforex_buy	3.99952788426591e-06	0.00100674136677264	0.000497512437810945
ccajas_extracciones	3.19902797163282e-06	3.43105465047223e-06	0.000497512437810945
ccajas_otras	2.71329345790024e-06	0.000554781868515211	0.000497512437810945
minversion2	2.51645377428136e-06	0.00318869543981149	0.00099502487562189
Master_mlimitecompra	2.46629140297537e-06	0.000452549552241905	0.000497512437810945
mforex_sell	1.81166086384686e-06	0.000131778723199666	0.000497512437810945
Visa_delinquency	1.47006356377541e-06	0.000163313830592223	0.000497512437810945
cinversion2	1.3937273992205e-06	0.00179680179813488	0.000497512437810945
